 360     41.615     20.261     17.285
 361     42.029     20.260     17.566
 362     42.443     20.260     17.848
 363     42.856     20.259     18.129
 364     43.269     20.259     18.410
 365     43.683     20.259     18.691
 366     44.096     20.258     18.973
 367     44.510     20.258     19.254
 368     44.923     20.258     19.535
 369     45.336     20.258     19.816
 370     45.750     20.258     20.098
 371     46.163     20.258     20.379
 372     46.576     20.257     20.660
 373     46.990     20.257     20.941
 374     47.404     20.257     21.223
 375     47.817     20.258     21.504
 376     48.231     20.258     21.784
 377     48.644     20.258     22.066
 378     49.057     20.258     22.348
 379     49.471     20.258     22.629
 380     49.884     20.258     22.910
 381     50.298     20.258     23.191
 382     50.711     20.258     23.472
 383     51.125     20.258     23.753
 384     51.539     20.258     24.034
 385     51.952     20.259     24.315
 386     52.366     20.259     24.595
 387     52.779     20.259     24.876
 388     53.192     20.258     25.158
 389     53.606     20.259     25.439
 390     54.020     20.259     25.720
 391     54.433     20.259     26.001
 392     54.846     20.258     26.283
 393     55.260     20.258     26.564
 394     55.673     20.258     26.845
 395     56.086     20.258     27.127
 396     56.499     20.257     27.408
 397     56.913     20.257     27.689
 398     57.326     20.257     27.971
 399     57.739     20.257     28.253
 400     58.152     20.257     28.534
 401     58.566     20.258     28.816
 402     58.978     20.258     29.097
 403     59.392     20.258     29.379
 404     59.805     20.258     29.660
 405     60.218     20.258     29.942
 406     60.632     20.258     30.223
 407     61.045     20.258     30.505
 408     61.458     20.258     30.787
 409     61.870     20.258     31.070
 410     62.282     20.257     31.352
 411     62.696     20.257     31.633
 412     63.110     20.256     31.914
 413     44.120     36.242     10.172
 414     44.457     36.242     10.541
 415     44.794     36.241     10.910
 416     45.132     36.241     11.279
 417     45.469     36.240     11.648
 418     45.806     36.239     12.017
 419     46.144     36.238     12.387
 420     46.481     36.237     12.755
 421     46.818     36.236     13.124
 422     47.155     36.236     13.494
 423     47.492     36.235     13.863
 424     47.829     36.234     14.233
 425     48.165     36.234     14.602
 426     48.502     36.233     14.972
 427     48.838     36.233     15.342
 428     49.174     36.233     15.712
 429     49.511     36.233     16.082
 430     49.847     36.233     16.452
 431     50.184     36.233     16.822
 432     50.520     36.233     17.192
 433     50.856     36.234     17.562
 434     51.192     36.234     17.933
 435     51.528     36.234     18.303
 436     51.863     36.234     18.674
 437     52.199     36.235     19.044
 438     52.535     36.235     19.415
 439     52.870     36.235     19.785
 440     53.205     36.236     20.157
 441     53.541     36.236     20.528
 442     53.876     36.237     20.898
 443     54.211     36.238     21.269
 444     54.547     36.239     21.640
 445     54.882     36.239     22.011
 446     55.217     36.240     22.382
 447     55.552     36.241     22.753
 448     55.888     36.243     23.124
 449     56.224     36.245     23.494
 450     56.559     36.246     23.865
 451     56.894     36.247     24.236
 452     57.229     36.248     24.608
 453     57.564     36.250     24.979
 454     57.899     36.250     25.350
 455     58.235     36.251     25.720
 456     58.570     36.252     26.091
 457     58.905     36.253     26.463
 458     59.241     36.254     26.833
 459     59.576     36.255     27.204
 460     59.911     36.256     27.575
 461     60.247     36.256     27.945
 462     60.582     36.257     28.316
 463     60.917     36.257     28.687
 464     61.253     36.258     29.058
 465     61.588     36.258     29.429
 466     61.924     36.258     29.800
 467     62.259     36.258     30.171
 468     62.594     36.258     30.542
 469     62.930     36.257     30.912
 470     63.265     36.257     31.283
 471     31.049     36.263     10.103
 472     31.464     36.262     10.383
 473     31.878     36.261     10.662
 474     32.293     36.260     10.942
 475     32.708     36.259     11.222
 476     33.122     36.259     11.501
 477     33.536     36.258     11.780
 478     33.951     36.257     12.060
 479     34.366     36.256     12.340
 480     34.780     36.255     12.620
 481     35.194     36.255     12.899
 482     35.608     36.253     13.179
 483     36.022     36.252     13.459
 484     36.437     36.251     13.739
 485     36.851     36.250     14.019
 486     37.265     36.249     14.300
 487     37.679     36.248     14.580
 488     38.093     36.247     14.860
 489     38.507     36.246     15.140
 490     38.921     36.245     15.421
 491     39.335     36.244     15.702
 492     39.749     36.243     15.982
 493     40.163     36.242     16.263
 494     40.577     36.241     16.543
 495     40.991     36.240     16.823
 496     41.404     36.239     17.104
 497     41.818     36.238     17.385
 498     42.232     36.237     17.666
 499     42.645     36.235     17.946
 500     43.059     36.235     18.227
 501     43.473     36.234     18.508
 502     43.887     36.233     18.789
 503     44.300     36.232     19.071
 504     44.714     36.231     19.352
 505     45.127     36.230     19.633
 506     45.541     36.230     19.914
 507     45.954     36.229     20.195
 508     46.367     36.229     20.476
 509     46.781     36.229     20.757
 510     47.194     36.229     21.038
 511     47.608     36.229     21.319
 512     48.021     36.229     21.600
 513     48.434     36.229     21.882
 514     48.848     36.229     22.163
 515     49.262     36.229     22.444
 516     49.675     36.229     22.725
 517     50.088     36.228     23.007
 518     50.501     36.228     23.289
 519     50.914     36.228     23.570
 520     51.328     36.229     23.852
 521     51.741     36.229     24.133
 522     52.154     36.229     24.415
 523     52.567     36.228     24.696
 524     52.980     36.228     24.978
 525     53.393     36.228     25.260
 526     53.806     36.229     25.541
 527     54.220     36.229     25.823
 528     54.633     36.229     26.105
 529     55.046     36.229     26.387
 530     55.459     36.230     26.668
 531     55.872     36.230     26.950
 532     56.285     36.231     27.232
 533     56.698     36.231     27.514
 534     57.110     36.232     27.796
 535     57.523     36.232     28.079
 536     57.936     36.233     28.360
 537     58.349     36.234     28.642
 538     58.762     36.234     28.925
 539     59.174     36.235     29.207
 540     59.586     36.236     29.490
 541     59.998     36.237     29.773
 542     60.411     36.238     30.055
 543     60.823     36.239     30.338
 544     61.236     36.241     30.621
 545     61.648     36.242     30.905
 546     62.060     36.243     31.187
 547     62.472     36.245     31.469
 548     62.885     36.245     31.752
 549      7.034     18.233     32.616
 550     13.105     29.818     32.336
 551     20.392     42.983     32.138
 552     27.177     55.664     32.240
 553     64.588     54.392     32.449
 554     64.366     43.894     32.509
 555     64.073     33.089     32.505
 556     63.871     22.499     32.656
