   1      2.000      9.117     32.870
   2      9.535     22.618     32.841
   3     16.451     35.134     32.747
   4     24.048     49.272     32.546
   5     35.506     59.929     33.575
   6     64.496     59.285     32.476
   7     64.517     49.350     32.192
   8     64.112     38.406     32.429
   9     63.917     28.444     32.495
  10     60.654     17.268     33.403
  11     64.510     46.579     46.367
  12     60.584     16.019     46.019
  13     63.417      2.000     46.315
  14     50.905     20.373     18.190
  15     44.349     20.411     10.639
  16     47.455     20.309     21.295
  17     30.914     20.319     10.053
  18     50.870     36.204     17.637
  19     44.153     36.199     10.229
  20     42.660     36.215     18.021
  21     61.911     29.954     34.117
  22     61.877     27.955     34.151
  23     61.842     25.955     34.186
  24     64.064     28.929     46.150
  25     61.946     31.954     34.082
  26     31.084     36.220     10.148
